{'temperature':534.67, 'engineering_strain_rate':3600 }
time, transmitted displacement, incident displacement, load, engineering_strain, engineering_stress, displacement
4.999999999999999562e-06,6.117700000000000313e-07,9.205000000000000806e-06,3.427213205000000151e+00,-1.167300000000000022e-04,2.739999999999999658e-01,3.383161417322835341e-04
9.439999999999999403e-06,-4.945800000000000149e-06,2.527500000000000111e-05,8.345584507000001651e+00,9.123399999999999826e-04,6.672100000000000808e-01,1.189795275590551250e-03
1.295999999999999958e-05,-1.611200000000000134e-06,4.134499999999999802e-05,1.638318068400000271e+01,7.709200000000000254e-04,1.309800000000000075e+00,1.691188976377952817e-03
1.730000000000000038e-05,-1.292299999999999998e-07,2.929300000000000228e-05,3.122147392000000110e+01,1.819099999999999981e-04,2.496100000000000207e+00,1.158355511811023702e-03
2.135999999999999878e-05,-1.292299999999999998e-07,9.205000000000000806e-06,5.481967465000000317e+01,9.670699999999999956e-04,4.382699999999999818e+00,3.674893700787402540e-04
2.501999999999999762e-05,-4.204799999999999959e-06,1.724000000000000096e-05,8.698759445999999684e+01,9.840100000000000062e-04,6.954600000000000115e+00,8.442834645669292310e-04
2.883999999999999831e-05,-1.292299999999999998e-07,1.322300000000000028e-05,1.368862000999999964e+02,1.506200000000000074e-03,1.094400000000000084e+01,5.256783464566929963e-04
3.235999999999999511e-05,2.412699999999999893e-07,2.527500000000000111e-05,2.020201116700000057e+02,1.208700000000000052e-03,1.615099999999999980e+01,9.855799212598426000e-04
3.585999999999999886e-05,-4.997300000000000418e-07,1.169900000000000014e-06,2.879128863000000251e+02,1.296499999999999909e-03,2.301800000000000068e+01,6.573346456692913127e-05
3.921999999999999380e-05,-1.611200000000000134e-06,1.169900000000000014e-06,3.889195700000000215e+02,7.717200000000000448e-04,3.109400000000000119e+01,1.094921259842519898e-04
4.221999999999999896e-05,-1.981700000000000017e-06,9.205000000000000806e-06,4.870711794000000054e+02,2.069899999999999952e-03,3.893999999999999773e+01,4.404212598425197105e-04
4.525999999999999696e-05,1.723300000000000085e-06,3.330999999999999787e-05,5.818281729000000269e+02,2.087400000000000106e-03,4.651600000000000534e+01,1.243570866141732387e-03
4.815999999999999291e-05,2.834800000000000370e-06,5.339799999999999934e-05,6.548011742999999569e+02,2.460599999999999853e-03,5.234899999999999665e+01,1.990677165354330647e-03
